"grant_id","parent_grant_id","grant_name","grant_code","system_block"
288,null,"Все что связано с ремонтом","P__Remont","Модуль для подрядчиков"
289,288,"Вкладки ремонта","P__RemontTabs","Модуль для подрядчиков"
290,288,"Заявки поставщикам","P__ProviderRequests","Модуль для подрядчиков"
291,290,"Показать заявки","P__ShowProviderRequests","Модуль для подрядчиков"
292,289,"Назначение прораба в ремонт","P__AppointProrabInRemont","Модуль для подрядчиков"
293,289,"Назначение бригады в ремонт","P__AppointBrigadeInRemont","Модуль для подрядчиков"
294,289,"Вызов ОКК","P__CallOKK","Модуль для подрядчиков"
295,290,"Перевод в статус Утвержден","P__ChangeStatusToAvailable","Модуль для подрядчиков"
296,290,"Изменение даты отгрузки","P__ChangeShippingDate","Модуль для подрядчиков"
297,290,"Создание доп заявки","P__DSCreate","Модуль для подрядчиков"
298,null,"Оплаты","P__PaymentsMain","Модуль для подрядчиков"
299,null,"Отчеты","P__Reports","Модуль для подрядчиков"
300,null,"Обращения","P__Problems","Модуль для подрядчиков"
301,null,"Журнал договоров","P__ContractorAgreementList","Модуль для подрядчиков"
307,null,"Бригады и мастера","P__BrigadeAndMaster","Модуль для подрядчиков"
308,307,"Бригады","P__Brigade","Модуль для подрядчиков"
309,null,"Учет расходов и доходов","P__AccountingIncomeAndCost","Модуль для подрядчиков"
313,289,"Показать Замеры","P__ShowMeasurements","Модуль для подрядчиков"
314,289,"Показать этапы","P__ShowStages","Модуль для подрядчиков"
315,289,"Показать статусы","P__ShowStatuses","Модуль для подрядчиков"
316,289,"Показать проекты","P__ShowProjects","Модуль для подрядчиков"
317,289,"Показать ГПР и выгрузить в Excel","P__ShowGPR","Модуль для подрядчиков"
318,289,"Текстовый конструктор","P__ShowTextConstructor","Модуль для подрядчиков"
319,289,"Показать материалы сметы","P__ShowSmetaMaterials","Модуль для подрядчиков"
320,289,"Показать историю отгрузки материалов","P__ShowMaterialsShippingHistory","Модуль для подрядчиков"
321,289,"Показать расхождения по смете и выгрузить Excel ","P__ShowDifferenceSmeta","Модуль для подрядчиков"
322,288,"Чат","P__Chat","Модуль для подрядчиков"
323,322,"Отправка сообщений","P__SendMessage","Модуль для подрядчиков"
324,322,"Показать историю сообщений","P__ShowMessages","Модуль для подрядчиков"
325,289,"Показать список доп. работ","P__ShowAdditonalWorksList","Модуль для подрядчиков"
326,289,"Показать чек листы","P__ShowCheckList","Модуль для подрядчиков"
327,289,"Показать и скачать документы","P__ShowAndDownloadDocument","Модуль для подрядчиков"
328,298,"Список оплат по ремонтам","P__PaymentListByRemont","Модуль для подрядчиков"
334,298,"Расшифровка оплаты подрядчику","P__DecodePaymentListContractor","Модуль для подрядчиков"
335,298,"Отчет по ожидаемым оплатам","P__ReportOnExpectedPayments","Модуль для подрядчиков"
336,298,"Платежи","P__Payments","Модуль для подрядчиков"
337,299,"Отчеты для руководителей","P__ReportsForHeads","Модуль для подрядчиков"
338,337,"Показать список отчетов для руководителей","P__ShowReportsForHeads","Модуль для подрядчиков"
339,337,"Выгрузка списка отчетов для руководителей","P__UploadingInExcelReportsForHeads","Модуль для подрядчиков"
340,337,"Подробность для каждого этапа","P__DetailsForEachStage","Модуль для подрядчиков"
341,299,"Отчет ОКК","P__ShowReportsOfOKK","Модуль для подрядчиков"
342,299,"Отчет по ремонтам","P__ReportsByRemont","Модуль для подрядчиков"
343,342,"Показать список","P__ShowReportsByRemont","Модуль для подрядчиков"
344,342,"Редактировать подрядчика в ремонте","P__EditContractorInRemont","Модуль для подрядчиков"
345,299,"Отчет по отгрузке материалов","P__ShowReportsShipmentOfMaterials","Модуль для подрядчиков"
346,299,"Отчет по этапам","P__ShowReportsByStages","Модуль для подрядчиков"
347,299,"Отчет по доп.работам","P__ShowReportsByAdditionalWorks","Модуль для подрядчиков"
348,301,"Выгрузка спецификации(договор)","P__UnloadSpecification","Модуль для подрядчиков"
349,301,"Скачать подписанный документ","P__DownloadSignedDocument","Модуль для подрядчиков"
350,301,"Подписать спецификацию(договор)","P__SignSpecification","Модуль для подрядчиков"
351,301,"Подписать договор присоединения","P__SignAccessionAgreement","Модуль для подрядчиков"
356,308,"Добавить бригаду","P__AddBrigade","Модуль для подрядчиков"
357,308,"Удалить бригаду","P__DeleteBrigade","Модуль для подрядчиков"
358,308,"Редактировать бригаду","P__EditBrigade","Модуль для подрядчиков"
359,307,"Мастера","P__Master","Модуль для подрядчиков"
360,359,"Добавить мастера","P__AddMaster","Модуль для подрядчиков"
361,359,"Удалить мастера","P__DeleteMaster","Модуль для подрядчиков"
362,359,"Редактировать мастера","P__EditMaster","Модуль для подрядчиков"
363,309,"Доход","P__Income","Модуль для подрядчиков"
364,363,"Добавить доход","P__AddIncome","Модуль для подрядчиков"
365,363,"Удалить доход","P__DeleteIncome","Модуль для подрядчиков"
366,363,"Редактировать доход","P__EditIncome","Модуль для подрядчиков"
367,363,"Показать доходы","P__ShowIncomes","Модуль для подрядчиков"
368,309,"Расход","P__Cost","Модуль для подрядчиков"
369,368,"Добавить расход","P__AddCost","Модуль для подрядчиков"
370,368,"Удалить расход","P__DeleteCost","Модуль для подрядчиков"
371,368,"Редактировать расход","P__EditCost","Модуль для подрядчиков"
372,368,"Показать расходы","P__ShowCosts","Модуль для подрядчиков"
373,308,"Показать бригады","P__ShowBrigade","Модуль для подрядчиков"
374,359,"Показать мастеров","P__ShowMasters","Модуль для подрядчиков"
375,300,"Добавление обращение","P__AddProblems","Модуль для подрядчиков"
376,300,"Редактирование обращение","P__EditProblems","Модуль для подрядчиков"
377,300,"Показать обращении","P__ShowProblems","Модуль для подрядчиков"
379,301,"Выгрузка договора присоединения","P__UnloadAccessionAgreement","Модуль для подрядчиков"
380,null,"Paybox","P__PayBox","Модуль для подрядчиков"
381,380,"Показать список ИП в PayBox","P__ContractorListPaybox","Модуль для подрядчиков"
382,380,"Оплатить через PayBox","P__PayByPaybox","Модуль для подрядчиков"
383,null,"Заявки","P__Requests","Модуль для подрядчиков"
384,383,"Показать список заявок","P__ShowProviderRequestsList","Модуль для подрядчиков"
385,383,"Изменение даты отгрузки заявки","P__ProviderRequestChangeDateShipping","Модуль для подрядчиков"
386,383,"Материалы заявки","P__ProviderRequestItems","Модуль для подрядчиков"
387,386,"Показать материалы заявки","P__ProviderRequestItemsList","Модуль для подрядчиков"
388,386,"Изменение даты отгрузки материалов в заявке","P__ProviderRequestItemChangeDateShipping","Модуль для подрядчиков"
389,386,"Изменение статуса материалов в заявке на 'Утвержден подрядчиком'","P__ProviderRequestItemApprove","Модуль для подрядчиков"
390,386,"Изменение статусов определенных материалов в заявке","P__SpecificProviderRequestItemChangeStatus","Модуль для подрядчиков"
406,null,"Настройки","P__Settings","Модуль для подрядчиков"
407,406,"Изменение профиля","P__ChangeProfile","Модуль для подрядчиков"
408,301,"Показать договора","P__ShowAgreementList","Модуль для подрядчиков"
409,301,"Скачать Excel журнал договоров","P__DownloadAgreementListExcel","Модуль для подрядчиков"
410,null,"Поиск по материалам","P__SearchByMaterials","Модуль для подрядчиков"
411,410,"Показать список материалов","P__ShowMaterialList","Модуль для подрядчиков"
412,289,"Показать список ремонтов","P__ShowRemontList","Модуль для подрядчиков"
413,289,"Информация о ремонте","P__ShowInformationAboutRemont","Модуль для подрядчиков"
415,299,"Отчет по тех.особенностям","P__ShowReportTechFeatures","Модуль для подрядчиков"
416,681,"Показать работы ремонта","P__ShowRemontWorkList","Модуль для подрядчиков"
417,298,"Штрафы","P__Penalty","Модуль для подрядчиков"
418,298,"Отчет по лимитам","P__ReportLimit","Модуль для подрядчиков"
419,298,"Оплаты прорабам","P__PaymentManagerProject","Модуль для подрядчиков"
420,298,"Оплата нач.дирекции","P__PaymentHeadDirectorate","Модуль для подрядчиков"
425,383,"История изменений даты отгрузки заявки","P__ShowProviderShippingHistory","Модуль для подрядчиков"
428,289,"Список ремонтов","P__RemontList","Модуль для подрядчиков"
547,null,"Долги","P__Debt","Модуль для подрядчиков"
548,547,"Показать долги","P__ShowDebts","Модуль для подрядчиков"
549,547,"Добавить долг","P__AddDebt","Модуль для подрядчиков"
550,547,"Удалить долг","P__DeleteDebt","Модуль для подрядчиков"
551,547,"Редактировать долг","P__EditDebt","Модуль для подрядчиков"
552,547,"Долги в бригаде","P__TeamDebt","Модуль для подрядчиков"
553,552,"Показать долги бригады","P__ShowTeamDebts","Модуль для подрядчиков"
554,552,"Добавить долг бригады","P__AddTeamDebt","Модуль для подрядчиков"
555,552,"Удалить долг бригады","P__DeleteTeamDebt","Модуль для подрядчиков"
556,552,"Редактировать долг бригады","P__EditTeamDebt","Модуль для подрядчиков"
557,681,"Завершить работу ремонту","P__CompleteRemontWorkList","Модуль для подрядчиков"
562,547,"Показать историю списание с долга","P__ShowDebtHistory","Модуль для подрядчиков"
563,308,"Показать расходы бригады","P__ShowBrigadeCosts","Модуль для подрядчиков"
564,359,"Показать мастеров бригады","P__ShowBrigadeMasters","Модуль для подрядчиков"
565,null,"Доступы для просмотра","P__AccessToView","Модуль для подрядчиков"
566,565,"Доступы по ремонтам","P__AccessToRemont","Модуль для подрядчиков"
567,566,"Доступ ко всем ремонтам организации","P__AccessToAllRemont","Модуль для подрядчиков"
568,566,"Доступ к ремонтам для прораба","P__AccessToRemontForManagerProject","Модуль для подрядчиков"
569,566,"Доступ к ремонтам для бригадира","P__AccessToRemontForBrigadier","Модуль для подрядчиков"
570,566,"Доступы к ремонтам для старшего бригадира","P__AccessToRemontHeadBrigadier","Модуль для подрядчиков"
571,565,"Доступы по просмотру бригад","P__AccessToViewForTeamBrigade","Модуль для подрядчиков"
572,571,"Доступ для бригадира","P__AccessForBrigadier","Модуль для подрядчиков"
573,571,"Доступ для старшего бригадира","P__AccessForHeadBrigadier","Модуль для подрядчиков"
574,571,"Доступ для просмотра всех бригад","P__AccessToAllTeamBrigade","Модуль для подрядчиков"
575,307,"Оплаты для бригад","P__PaymentsForTeamBrigade","Модуль для подрядчиков"
576,575,"Показать оплаты бригад","P__ShowPaymentsForTeamBrigade","Модуль для подрядчиков"
577,566,"Доступ к ремонтом для нач.дир.","P__AccessToRemontHeadDirection","Модуль для подрядчиков"
578,368,"Выгрузка расходов","P__DownloadContractorCostExcel","Модуль для подрядчиков"
579,547,"Выгрузка долгов","P__DownloadDebtExcel","Модуль для подрядчиков"
580,308,"Показать долги бригад","P__ShowBrigadeDebts","Модуль для подрядчиков"
581,308,"Выгрузка долгов бригад","P__DownloadBrigadeDebts","Модуль для подрядчиков"
582,309,"Показать отчет расходов и доходов","P__ShowAccountingReport","Модуль для подрядчиков"
583,309,"Выгрузка отчета расходов и доходов","P__DownloadAccountingReport","Модуль для подрядчиков"
584,null,"Меню","A__Menu","Администрирование"
585,584,"Создать меню","A__CreateMenu","Администрирование"
586,584,"Редактировать меню","A__EditMenu","Администрирование"
587,584,"Удалить меню","A__DeleteMenu","Администрирование"
588,584,"Доступ к меню для сотрудника","A__AppointMenuForEmployee","Администрирование"
589,584,"Показать меню для сотрудника","A__ShowMenusForEmployee","Администрирование"
590,584,"Доступ к меню для роли","A__AppointMenuForGroup","Администрирование"
591,584,"Показать меню для роли","A__ShowMenusForGroup","Администрирование"
592,null,"Права","A__Grant","Администрирование"
593,592,"Создать права","A__CreateGrant","Администрирование"
594,592,"Редактировать права","A__EditGrant","Администрирование"
595,592,"Удалить права","A__DeleteGrant","Администрирование"
596,592,"Права для роли","A__AppointGrantForGroup","Администрирование"
597,592,"Показать права для роли","A__ShowGrantsForGroup","Администрирование"
598,592,"Права для сотруднику","A__AppointGrantForEmployee","Администрирование"
599,592,"Показать права для сотруднику","A__ShowGrantsForEmployee","Администрирование"
600,null,"Дублирование доступов","A__DuplicatePermissons","Администрирование"
601,600,"Дублирование доступов для сотрудника","A__DuplicatePermissionForEmployee","Администрирование"
602,600,"Дублирование доступов для роли","A__DuplicatePermissionForGroup","Администрирование"
603,null,"Сотрудники","A__Employee","Администрирование"
604,603,"Показать список сотрудников","A__ShowEmployees","Администрирование"
605,603,"Добавить сотрудника","A__AddEmployee","Администрирование"
606,603,"Редактировать сотрудника","A__EditEmployee","Администрирование"
607,603,"Сбросить пароль сотруднику","A__DropPassword","Администрирование"
608,603,"Назначить роль","A__AppointGroup","Администрирование"
609,603,"Назначить город","A__AppointCity","Администрирование"
610,603,"Назначить модуль","A__AppointModule","Администрирование"
611,null,"Роли","A__Group","Администрирование"
612,611,"Создать роль","A__CreateGroup","Администрирование"
613,611,"Редактировать роль","A__EditGroup","Администрирование"
614,611,"Удалить роль","A__DeleteGroup","Администрирование"
615,603,"Назначить модуль с правам ""Выдавать""","A__AppointModuleWithGrantOption","Администрирование"
616,641,"Показать детали ремонта","PR__ShowRequestRemontDetails","Модуль для поставщиков"
617,641,"Показать заявки","PR__ShowRequestList","Модуль для поставщиков"
618,641,"Заявка признак ""Самовывоз""","PR__MakeRequestSelfDelivery","Модуль для поставщиков"
619,641,"Показать детали заявки","PR__ShowRequestDetails","Модуль для поставщиков"
621,641,"Создать накладную","PR__CreateRequestInvoice","Модуль для поставщиков"
622,641,"Удалить накладную","PR__DeleteRequestInvoice","Модуль для поставщиков"
623,641,"Выгрузить детали заявки","PR__DownloadRequestDetails","Модуль для поставщиков"
624,640,"Показать популярные материалы","PR__ShowPopularMaterials","Модуль для поставщиков"
625,640,"Показать динамику отгрузок в месяц по суммам","PR__ShowShipmentsPerMonth","Модуль для поставщиков"
626,640,"Показать количество проданных материалов","PR__ShowMaterialSalesReport","Модуль для поставщиков"
627,639,"Поменять данные пользователя","PR__EditAccountInfo","Модуль для поставщиков"
628,639,"Показать данные пользователя","PR__ShowAccountInfo","Модуль для поставщиков"
629,639,"Поменять логин и пароль","PR__ChangeCredentials","Модуль для поставщиков"
630,638,"Показать список материалов","PR__ShowMaterialList","Модуль для поставщиков"
631,638,"Поменять данные материала","PR__ChangeMaterialDetails","Модуль для поставщиков"
632,638,"Показать цены материала","PR__ShowMaterialPriceDetail","Модуль для поставщиков"
633,638,"Удалить цену материала","PR__DeleteMaterialPrice","Модуль для поставщиков"
634,638,"Поменять цену материала","PR__ChangeMaterialPrice","Модуль для поставщиков"
635,638,"Показать запрос цены материала","PR__ShowMaterialPriceRequest","Модуль для поставщиков"
636,638,"Выгрузить список материалов","PR__DownloadMaterialList","Модуль для поставщиков"
637,638,"Выгрузить цены материала","PR__DownloadMaterialPriceRequest","Модуль для поставщиков"
638,null,"Материалы","PR__Materials","Модуль для поставщиков"
639,null,"Пользователь","PR__User","Модуль для поставщиков"
640,null,"Отчет","PR__Report","Модуль для поставщиков"
641,null,"Заявка","PR__Request","Модуль для поставщиков"
642,641,"Поменять статус материала","PR__ChangeRequestMaterialStatus","Модуль для поставщиков"
644,null,"Сверка о поступлении 1 С","A__OneCCompare","Администрирование"
645,1143,"Ремонт","OA__RemontStep","MySpace"
646,645,"Показать ремонт","OA__ShowRemontStep","MySpace"
647,645,"Показать условии ремонта","OA__ShowRemontStepCondition","MySpace"
648,645,"Показать логирование условии ремонта","OA__ShowRemontStepConditionLog","MySpace"
649,1143,"Грейд","OA__GradeStep","MySpace"
650,649,"Показать грейд","OA__ShowGradeStep","MySpace"
651,649,"Возможность двигать шаги","OA__MoveGradeStep","MySpace"
652,663,"Показать платежи со статусом ""Ожидает оплаты""","OA__ShowCosts","MySpace"
653,664,"Показать платежные поручения","OA__ShowFinancePayments","MySpace"
654,663,"Собрать платежное поручение из платежей","OA__CreateFinancePaymentFromCosts","MySpace"
655,664,"Добавить платежное поручение вручную","OA__AddFinancePayment","MySpace"
656,664,"Поменять статус платежного поручения","OA__ChangeFinancePaymentStatus","MySpace"
657,664,"Показать платежи платежного поручения","OA__ShowFinancePaymentItems","MySpace"
658,664,"Изменить дату оплаты платежного поручения","OA__ChangeFinancePaymentPayDate","MySpace"
659,664,"Редактировать платежное поручение","OA__EditFinancePayment","MySpace"
660,662,"Получить спецификацию","OA__GetFinancePaymentSpecification","MySpace"
661,664,"Собрать платежное поручение из платежей учитываю введенную сумму","OA__CreateFinancePaymentFromCostsByAmount","MySpace"
662,null,"Финансы","OA__Finance","MySpace"
663,662,"Ожидает оплаты","OA__Costs","MySpace"
664,662,"Платежные поручения","OA__FinancePayment","MySpace"
665,290,"Создать заявку","P__CreateProviderRequest","Модуль для подрядчиков"
666,290,"Удалить материал с заявки","P__DeleteItemsFromProviderRequest","Модуль для подрядчиков"
667,653,"Показать все платежные поручения","OA__ShowFinancePaymentsAll","MySpace"
668,653,"Показать только платежные поручения, созданные сотрудником","OA__ShowFinancePaymentsForEmployee","MySpace"
669,664,"Скачать выгрузку","OA__DownloadFinancePaymentReport","MySpace"
670,359,"Документы мастера","P__DocumentMaster","Модуль для подрядчиков"
671,670,"Показать документы мастера","P__ReadDocumentMaster","Модуль для подрядчиков"
672,670,"Загрузить документ мастера","P__UploadDocumentMaster","Модуль для подрядчиков"
673,670,"Удалить документ мастера","P__DeleteDocumentMaster","Модуль для подрядчиков"
674,664,"Документы","OA__FinancePaymentDocument","MySpace"
675,674,"Прикрепить документы","OA__AttachFinancePaymentDocument","MySpace"
676,674,"Показать документы","OA__ShowFinancePaymentDocument","MySpace"
677,674,"Удалить документ","OA__DeleteFinancePaymentDocument","MySpace"
678,653,"Показать платежные поручения техпроекта","OA__ShowFinancePaymentsTechProject","MySpace"
679,681,"Показать CheckGroupCall","P__ShowCheckGroupCall","Модуль для подрядчиков"
680,663,"Удалить платеж","OA__DeleteCosts","MySpace"
681,289,"Работы","P__RemontWork","Модуль для подрядчиков"
682,681,"Вызов","P__CallRemontWorkList","Модуль для подрядчиков"
683,649,"Показать условии грейда","OA__ShowGradeStepCondition","MySpace"
684,649,"Показать действия грейда","OA__ShowGradeStepActivity","MySpace"
685,649,"Показать условия вхождения грейда","OA__ShowGradeStepIncludeCondition","MySpace"
686,645,"Показать действия ремонта","OA__ShowRemontStepActivity","MySpace"
687,289,"Показать стоимость ремонтных работ","P__ShowRemontWorkCost","Модуль для подрядчиков"
688,359,"Внешние мастера","P__ExternalMasters","Модуль для подрядчиков"
689,688,"Показать внешних мастеров","P__ShowExternalMasters","Модуль для подрядчиков"
690,688,"Назначить внешнего мастера","P__AppointExternalMasters","Модуль для подрядчиков"
691,688,"Показывать неактивных внешних мастеров","P__ShowExternalNotActiveMasters","Модуль для подрядчиков"
692,688,"Убрать внешнего мастера","P__RemoveExternalMasters","Модуль для подрядчиков"
693,null,"Форма ремонта","OA__RemontForm","MySpace"
694,693,"Шапка","OA__RemontFormHeader","MySpace"
695,704,"Реквизиты","OA__RemontFormRequisiteTab","MySpace"
698,695,"Информация о клиенте","OA__RemontFormClientInfoBlock","MySpace"
699,695,"Информация о ремонте","OA__RemontFormRemontInfoBlock","MySpace"
700,694,"Выгрузка документов","Выгрузка документов","MySpace"
701,695,"Банковские реквизиты","OA__RemontFormBankRequisiteBlock","MySpace"
702,695,"Скидки, рассрочки, акции","OA__RemontFormSaleBlock","MySpace"
703,695,"Интеграция с 1с","OA__RemontFormIntegration1CBlock","MySpace"
704,693,"Вкладки","OA__RemontFormTabulation","MySpace"
705,704,"Галочки","OA__RemontFormRemontMarkStepTab","MySpace"
706,694,"Показать шапку","OA__ShowRemontFormHeader","MySpace"
707,704,"Ответственные лица","OA__RemontFormResponsibleOfficialTab","MySpace"
708,707,"Ответственные лица","OA__RemontFormResponsibleOfficialBlock","MySpace"
709,705,"Галочки","OA__RemontFormRemontMarkStepBlock","MySpace"
710,704,"Передача ключей","OA__RemontFormKeyReceiveTab","MySpace"
711,710,"Передача ключей","OA__RemontFormKeyReceiveBlock","MySpace"
712,704,"Текстовый конструктор","OA__RemontFormClientMaterialTab","MySpace"
713,712,"Текстовый конструктор","OA__RemontFormClientMaterialBlock","MySpace"
714,704,"ГПР","OA__RemontFormGPRStageTab","MySpace"
715,714,"ГПР","OA__RemontFormGPRStageBlock","MySpace"
716,704,"Этапы","OA__RemontFormRemontStageTab","MySpace"
717,716,"Этапы","OA__RemontFormRemontStageBlock","MySpace"
718,716,"Вызов на группу работ","OA__RemontFormWorkSetCheckGroupBlock","MySpace"
719,704,"Проекты ремонта","OA__RemontFormProjectRemontTab","MySpace"
720,719,"Проекты ремонта","OA__RemontFormProjectRemontBlock","MySpace"
721,719,"Ссылка на 3D замеры","OA__RemontForm3DMeasurementsBlock","MySpace"
722,704,"Платежи","OA__RemontFormPaymentTab","MySpace"
723,722,"Список траншей","OA__RemontFormTrancheBlock","MySpace"
724,722,"Список расходов","OA__RemontFormCostBlock","MySpace"
725,722,"Список платежей от клиента","OA__RemontFormClientPaymentBlock","MySpace"
726,704,"Документы","OA__RemontFormDocumentTab","MySpace"
727,726,"Документы","OA__RemontFormDocumentBlock","MySpace"
728,704,"Доп. соглашения","OA__RemontFormDSTab","MySpace"
729,728,"Доп. соглашения","OA__RemontFormDSBlock","MySpace"
730,704,"Материалы сметы","OA__RemontFormMaterialSmetaTab","MySpace"
731,730,"Чистовые материалы","OA__RemontFormMaterialNotDirtyBlock","MySpace"
732,730,"Черновые материалы","OA__RemontFormMaterialDirtyBlock","MySpace"
733,704,"Чат","OA__RemontFormChatTab","MySpace"
734,733,"Чат","OA__RemontFormChatBlock","MySpace"
735,704,"Заявки для гарантии","OA__RemontFormGrtRequestTab","MySpace"
736,735,"Заявки для гарантии","OA__RemontFormGrtRequestBlock","MySpace"
737,704,"Замеры","OA__RemontFormMeasureOverallTab","MySpace"
738,737,"Замеры","OA__RemontFormMeasureBlock","MySpace"
739,737,"Замеры дизайнера","OA__RemontFormDesignMeasureBlock","MySpace"
740,737,"Замеры прораба","OA__RemontFormContractorMeasureBlock","MySpace"
741,704,"Чек-листы","OA__RemontFormCheckListTab","MySpace"
742,741,"Этапы","OA__RemontFormCheckListStageBlock","MySpace"
743,741,"ЧО","OA__RemontFormCheckListDraftBlock","MySpace"
744,693,"Действия","OA__RemontFormAction","MySpace"
745,744,"Чек-листы (Действия)","OA__RemontFormCheckListAction","MySpace"
746,745,"Показать фотографии","OA__RemontFormCheckListShowPhoto","MySpace"
747,1142,"Быстрый поиск","OA__RemontFormQuickSearch","MySpace"
748,744,"Ответственные лица (Действия)","OA__RemontFormResponsibleOfficialAction","MySpace"
749,748,"История смены ответственных лиц","OA__RemontFormResponsibleOfficialShowHistory","MySpace"
750,748,"Сменить подрядчика","OA__RemontFormResponsibleOfficialUpdateContractor","MySpace"
751,748,"Сменить ОКК","OA__RemontFormResponsibleOfficialUpdateOKK","MySpace"
752,748,"Сменить генерального подрядчика","OA__RemontFormResponsibleOfficialUpdateGeneralContractor","MySpace"
753,748,"Сменить проектного менеджера","OA__RemontFormResponsibleOfficialUpdateInnerMaster","MySpace"
754,748,"Сменить разработчика тех.проекта (контрагент)","OA__RemontFormResponsibleOfficialUpdateTechprojectDeveloper","MySpace"
755,748,"Сменить разработчика тех.проекта (пользователь)","OA__RemontFormResponsibleOfficialUpdateTechprojectEmployee","MySpace"
756,748,"Сменить прораба","OA__RemontFormResponsibleOfficialUpdateManagerProject","MySpace"
757,748,"Сменить начальника дирекции","OA__RemontFormResponsibleOfficialUpdateHeadDirection","MySpace"
758,748,"Сменить контрагента по сопровождению","OA__RemontFormResponsibleOfficialUpdateSupportManager","MySpace"
759,744,"Передача ключей (Действия)","OA__RemontFormKeyReceiveAction","MySpace"
760,759,"Изменить количество ключей и брелоков","OA__RemontFormKeyReceiveUpdateKeyTrinket","MySpace"
761,759,"Добавить запись о передаче ключа","OA__RemontFormKeyReceiveAdd","MySpace"
762,759,"Редактировать запись о передаче ключа","OA__RemontFormKeyReceiveUpdate","MySpace"
763,759,"Удалить запись о передаче ключа","OA__RemontFormKeyReceiveDelete","MySpace"
764,744,"Проекты ремонта (Действия)","OA__RemontFormProjectRemontAction","MySpace"
765,764,"Изменить ссылку на 3D замеры","OA__RemontFormProjectRemontUpdateMeasureReference","MySpace"
766,764,"Удалить проект ремонта","OA__RemontFormProjectRemontDelete","MySpace"
767,764,"Отозвать проект ремонта","OA__RemontFormProjectRemontRefund","MySpace"
768,764,"Отправить в чат проект ремонта","OA__RemontFormProjectRemontChatSend","MySpace"
769,764,"Добавить проект ремонта","OA__RemontFormProjectAdd","MySpace"
770,764,"Редактировать проект ремонта","OA__RemontFormProjectUpdate","MySpace"
771,764,"Утвердить проект ремонта","OA__RemontFormProjectRemontAccept","MySpace"
772,744,"Замеры (Действия)","OA__RemontFormMeasureOverallAction","MySpace"
773,777,"Показать замеры комнаты","OA__RemontFormMeasureRoomDetail","MySpace"
774,777,"Корректировать комнату в планировке","OA__RemontFormMeasureModifyRoom","MySpace"
775,777,"Подтвердить замеры","OA__RemontFormMeasureConfirm","MySpace"
776,777,"Сохранить замеры","OA__RemontFormMeasureSave","MySpace"
777,772,"Замеры планировки","OA__RemontFormMeasureAction","MySpace"
778,772,"Замеры дизайнера","OA__RemontFormDesignMeasureAction","MySpace"
779,778,"Сохранить замеры дизайнера","OA__RemontFormDesignMeasureSave","MySpace"
780,772,"Замеры прораба","OA__RemontFormContractorMeasureAction","MySpace"
781,780,"Сохранить замеры прораба","OA__RemontFormContractorMeasureSave","MySpace"
782,744,"Платежи (Действия)","OA__RemontFormPaymentAction","MySpace"
783,782,"Транши (Действия)","OA__RemontFormPaymentTrancheAction","MySpace"
784,783,"Добавить транш","OA__RemontFormPaymentTrancheAdd","MySpace"
785,783,"Редактировать транш","OA__RemontFormPaymentTrancheUpdate","MySpace"
786,783,"Удалить транш","OA__RemontFormPaymentTrancheDelete","MySpace"
787,782,"Платежи от клиента (Действия)","OA__RemontFormPaymentClientPaymentAction","MySpace"
788,787,"Добавить платеж от клиента","OA__RemontFormPaymentClientPaymentAdd","MySpace"
789,787,"Редактировать платеж от клиента","OA__RemontFormPaymentClientPaymentUpdate","MySpace"
790,787,"Удалить платеж от клиента","OA__RemontFormPaymentClientPaymentDelete","MySpace"
791,787,"Изменить тип клиента в платеже клиента","OA__RemontFormPaymentClientPaymentChangeClientType","MySpace"
792,782,"Расходы (Действия)","OA__RemontFormPaymentCostAction","MySpace"
793,792,"Добавить расход","OA__RemontFormPaymentCostAdd","MySpace"
794,792,"Редактировать расход","OA__RemontFormPaymentCostUpdate","MySpace"
795,792,"Удалить расход","OA__RemontFormPaymentCostDelete","MySpace"
796,792,"Показать расходы детально","OA__RemontFormPaymentCostItemShow","MySpace"
797,744,"Чат (Действия)","OA__RemontFormChatAction","MySpace"
798,797,"Показать сообщения чата","OA__RemontFormChatMessageShow","MySpace"
799,797,"Отправить сообщение","OA__RemontFormChatSendMessage","MySpace"
800,797,"Редактировать сообщение","OA__RemontFormChatUpdateMessage","MySpace"
801,797,"Удалить сообщение","OA__RemontFormChatDeleteMessage","MySpace"
802,797,"Удалить файл из сообщения","OA__RemontFormChatDeleteFile","MySpace"
803,744,"Реквизиты (Действия)","OA__RemontFormRequisiteAction","MySpace"
804,803,"Показать номер телефона","OA__RemontFormRequisitePhoneNumberShow","MySpace"
805,744,"Текстовый конструктор (Действия)","OA__RemontFormClientMaterialAction","MySpace"
806,805,"Заполнить данные о количестве материалов","OA__RemontFormClientMaterialFillMaterialCount","MySpace"
807,744,"ГПР (Действия)","OA__RemontFormGPRStageAction","MySpace"
808,807,"Пересчитать даты этапов ГПР","OA__RemontFormGPRStageRecount","MySpace"
809,807,"Выгрузить в Excel ГПР","OA__RemontFormGPRStageExcel","MySpace"
810,744,"Материалы сметы (Действия)","OA__RemontFormMaterialSmetaAction","MySpace"
811,810,"Создать заявку","OA__RemontFormMaterialSmetaCreateRequest","MySpace"
812,704,"Спецификации","OA__RemontFormContractorAgreementTab","MySpace"
813,812,"Спецификации","OA__RemontFormContractorAgreementBlock","MySpace"
814,744,"Галочки (Действия)","OA__RemontFormRemontMarkStepAction","MySpace"
